requests_per_min,failed_logins,endpoint_freq_score,status_4xx_ratio,status_5xx_ratio,auth_failures,label
28,10,0.1878166724491454,0.875026561840365,0.30281421140877707,5,-1
6,0,0.7258954820458493,0.0653458278205396,0.014051828638637114,0,1
5,0,0.7725141196273954,0.012756854721543132,0.015747666251026762,0,1
5,0,0.8156976069328248,0.0867922908585114,0.011073901721346589,0,1
6,0,0.9325986942860277,0.06372856468144399,0.014197628932173401,0,1
3,0,0.8495470681103243,0.030332312023765996,0.015246307833416434,0,1
8,0,0.7528289440802377,0.046636411883261134,0.0005146424596514954,0,1
5,0,0.8008391441449436,0.07585449208966137,0.009483787218538257,1,1
3,0,0.7974962228671258,0.05666467183541671,0.0035878070517923757,0,1
2,0,0.794200112683638,0.04218367323682938,0.0021644084713481073,0,1
4,0,0.9954712747404737,0.06267125759567876,0.00314646123575296,1,1
4,0,0.9615217263736494,0.030299093066435467,0.010019603268658058,0,1
1,0,0.7667719333865906,0.07792192833722993,0.008534515597467873,0,1
5,0,0.7576428546089663,0.012278479811915079,0.004253744510247503,0,1
8,0,0.9023511336298713,0.007237334301750453,0.016427235853383154,0,1
4,0,0.8527013864686179,0.02348737010875004,0.00858577900601904,0,1
3,0,0.879163808255798,0.021529829732144613,0.006196644490782157,0,1
7,0,0.8139370784433866,0.033851368877065725,0.017575169595999984,0,1
4,0,0.9998968926869016,0.026002337314496894,0.0071958190818480604,1,1
4,0,0.8717419683816127,0.09256094483569376,0.018718675424906548,0,1
4,0,0.7534505848068515,0.0031028442418032267,0.0041935755599015745,0,1
4,0,0.9007612014867297,0.004926073471073211,0.010324346799531186,0,1
7,1,0.8753324392421907,0.005833327228480168,0.008618628865400418,0,1
5,0,0.824273275456301,0.08695697449426461,0.011761121346779273,0,1
5,0,0.7706155020859924,0.00014472205209993262,0.006209564662345564,0,1
4,0,0.9119137629709125,0.013580710556919229,0.012100114395670847,0,1
5,0,0.7488496437488388,0.055888111410215595,0.016615590655738376,0,1
3,1,0.9301035082055265,0.026870662003670023,0.010541771698192797,0,1
3,0,0.8066285591523847,0.007161191208951823,0.01379565502280089,0,1
4,0,0.719813661191802,0.05070267874446399,0.0174818904027868,0,1
7,0,0.9420435051244216,0.08845712064137673,0.004744644596871608,0,1
2,0,0.7279634412324608,0.06417520771315496,0.017117626189258807,0,1
6,0,0.806440425784412,0.0400404737210037,0.010926277950094971,0,1
8,0,0.8302000049786431,0.03386719248874972,0.006510043306537787,0,1
8,0,0.8846465258027972,0.0656008108470918,0.0052269382636867204,0,1
5,0,0.9951920674547121,0.07676191228265966,0.014429812551380396,0,1
3,0,0.875781168906252,0.08925837763896204,0.003989513702213134,0,1
2,0,0.922893740346687,0.0017031461088003576,0.00478993665002017,0,1
4,0,0.9801242905749196,0.09502246055934324,0.015097510935542496,0,1
5,1,0.8168240627647312,0.037352462781238285,0.017216425214803453,0,1
38,5,0.09769053184986695,0.8084519082302619,0.39028119490882596,3,-1
12,0,0.8613878894932296,0.060777771238689764,0.004197502180754478,0,1
6,0,0.9563757306428443,0.09756330653655054,0.015098783296117808,0,1
3,0,0.9669880364845955,0.0781030704333919,0.008933159731618021,0,1
3,1,0.9581060042511087,0.04562561011419733,0.010292146204709234,0,1
4,0,0.9641856496485071,0.07833514001242445,0.015659313256012657,0,1
9,0,0.9850505022289281,0.07079715076398824,0.014081660718012595,0,1
4,0,0.9537287938353414,0.07324501158673062,0.013024079199116806,0,1
5,0,0.9005989269435062,0.08120452385515592,0.0028695448859568052,0,1
1,0,0.893281859790903,0.017045952894662864,0.018680875852949867,0,1
1,0,0.873083572793188,0.08607903810304646,0.00694576717992714,0,1
4,0,0.7273396519701398,0.06396881021454291,0.005068559239827936,0,1
8,1,0.7120721264831857,0.07982852766484909,0.005925859755389986,0,1
3,1,0.8251105673539512,0.06591147418997616,0.014233615393227745,0,1
4,0,0.7160494624266055,0.07868702691851252,0.0002675247881755305,0,1
4,0,0.9905232366073453,0.04251637446553163,0.013064924307118517,0,1
7,0,0.9942449747485911,0.09825603619264701,0.012756883597754539,0,1
3,0,0.8542157365880643,0.011418376798795926,0.018481146307200137,0,1
6,0,0.7746147045936587,0.05614490173110046,0.0072766661568028695,0,1
3,0,0.9079396525580803,0.029145164764540744,0.0007164717514117003,0,1
5,0,0.8349203503209921,0.0983218564796211,0.007410586655594229,0,1
2,0,0.9549139133741182,0.03839534528834221,0.0031334378916696194,1,1
4,0,0.7657434904697741,0.0970986651903607,0.0191878722488764,0,1
6,0,0.7900079216394686,0.029919550613172544,0.015107625776963136,0,1
4,0,0.927735728675278,0.03042532834097621,0.00908210646471136,0,1
4,1,0.9872908881995306,0.09792645980332182,0.005024627636289243,0,1
8,0,0.773539649450354,0.09279522549656322,0.012412264878919476,0,1
3,0,0.9662455560122007,0.02369358794224824,0.00398969583049297,0,1
5,1,0.9349792596369327,0.02073779804363417,0.004610775843418267,0,1
3,0,0.9225438727799545,0.07636486339125542,0.004120547438418854,0,1
3,0,0.7315256785517328,0.09749745626029105,0.01904079849091682,0,1
3,0,0.7655854993776577,0.032943288056548684,0.0014833989756832412,0,1
7,0,0.7591190602132948,0.06370344090727097,0.004114923640921751,0,1
4,0,0.7483252740751334,0.05636049225541615,0.0002531354042372502,0,1
2,0,0.7819787363666747,0.04144521858399123,0.007974986185021172,0,1
2,0,0.9240249647546043,0.0367393659229532,0.01664295574687425,0,1
3,0,0.9059302395707621,0.08578559858146745,0.01866602096470389,0,1
6,0,0.7043102077550168,0.07617369022125181,0.006223031565407602,0,1
1,1,0.9490219294616732,0.07293207478326244,0.0004523091632837262,0,1
7,0,0.8797214531005721,0.08262913649373524,0.006232188305982758,0,1
5,0,0.7670080998202721,0.034014202074775714,0.011528530098082737,0,1
11,0,0.7159448776518843,0.041856559813735865,0.0011350236434604778,0,1
4,0,0.8775068421229326,0.019719269237204108,0.005367317096764925,0,1
4,0,0.8467905921510606,0.03075027744634301,0.019062846795475662,0,1
5,0,0.7548400090736893,0.03278009686421096,0.0030966263638689353,0,1
2,0,0.7981880930712661,0.08594932898889783,0.002076541720222387,0,1
2,0,0.8824186855915334,0.07722756129146127,0.012556285933750895,0,1
3,0,0.7442241299453282,0.009706932815493664,0.010753552337485126,0,1
3,0,0.766610771911138,0.09310078096491232,0.018371469597692192,0,1
5,0,0.7514299423534565,0.07214854094365493,0.0003932517995176355,0,1
4,0,0.8295775364037767,0.022377229158085345,0.019547258158172726,0,1
8,0,0.9206035965442607,0.01923831812242498,0.0021781606690097657,0,1
4,1,0.7549496963481661,0.04439886269687751,0.01648613817638414,0,1
113,11,0.175094731763146,0.5887752640594499,0.5469871140720688,6,-1
8,0,0.9779241635751093,0.018917186360170937,0.00837905790531721,0,1
3,0,0.9263791595673376,0.05448351546889943,0.004891191018625787,0,1
6,0,0.8989841910573455,0.06085190982103903,0.010654066141034228,0,1
2,0,0.9494664064544733,0.04107444678353919,0.017291149806043137,0,1
5,0,0.9723599601198275,0.02314531713196404,0.010606706975734102,0,1
6,0,0.7836805925913063,0.08006914635742855,0.0028999153112892096,0,1
5,0,0.8569124003844617,0.02380871820445726,0.0056095510328489605,0,1
4,0,0.875278878181838,0.07184742147759253,0.00639508899825453,0,1
4,0,0.9952178717156234,0.07333839593650059,0.008177411219071293,1,1
5,0,0.7247145217235231,0.05781622005994637,0.013072588646346308,0,1
78,9,0.22442428230522105,0.7009775563914157,0.5769499645685187,9,-1
10,0,0.7194213298229442,0.09515608525390158,0.0011524676336832362,0,1
6,1,0.7812091542766443,0.09345655747071388,0.011452456463798302,0,1
6,0,0.882948014632738,0.0993176218125488,0.006753114263818472,0,1
1,0,0.8421118623067925,0.03489161951764336,0.002278114311526167,0,1
7,0,0.9176246892359354,0.09794416419712952,0.0017049849002310057,0,1
4,0,0.763306922901652,0.016345110898092697,0.012077171248757505,0,1
6,0,0.8070193984336916,0.006180423957608661,0.016856027670581596,0,1
7,0,0.9743425318027015,0.03567362688921079,0.009616641131487746,0,1
7,0,0.9847459160044154,0.044504210751024,0.004388031592747626,0,1
2,0,0.829200306859852,0.008062095217578325,0.00467360568828953,0,1
3,0,0.9696973168156282,0.049743286763307616,0.01977758238510027,0,1
4,0,0.93374117703928,0.09013176651635843,0.016985716643110434,0,1
4,0,0.9360637593462888,0.001197868947016434,0.011910388197568685,0,1
4,0,0.9288120169669851,0.08401131642004499,0.016861570405197132,0,1
2,0,0.7256951181746231,0.09457912719417039,0.005947955463154471,0,1
11,0,0.9235660380074554,0.0684120270705879,0.0005775253853147278,0,1
4,0,0.8052150152476497,0.051340877777567295,0.0033555941220884612,0,1
11,0,0.807846320155636,0.00998673529219899,0.01380510718824241,0,1
6,0,0.7622590406238406,0.05397644871474952,0.006929977790406392,0,1
7,0,0.8593461192697758,0.05780918387686847,0.0012059520271509938,0,1
4,0,0.9199827087501931,0.00846499346064107,0.01300226055082931,0,1
5,0,0.7816763078153398,0.025204685967207055,0.003047225687307964,0,1
6,0,0.7448769108740085,0.022127675537223324,0.016528870285495396,0,1
6,0,0.9397975501775859,0.03950454189696678,0.0007211952412453426,0,1
5,0,0.7253470312734487,0.05739747104683102,0.01588164086953456,0,1
5,0,0.8339002077161913,0.050355215101698485,0.016413760164292385,0,1
5,0,0.866851020414926,0.048889314286374254,0.0044248788882409774,0,1
5,1,0.8890134161924059,0.03320080113171888,0.01440222237749733,0,1
3,1,0.8868079727859927,0.08038763771441994,0.014450322141925237,0,1
31,9,0.19209715884328266,0.5469011566594904,0.43715240509073333,6,-1
6,0,0.9254690895330728,0.058376142087798566,0.012924990037207608,0,1
6,0,0.9737129841192155,0.03497956307944279,0.019607569381174857,0,1
4,0,0.7372609881891321,0.009096984842685608,0.008426443967748888,0,1
6,0,0.7870601486519672,0.002183187635242312,0.015437262620010217,0,1
5,0,0.7267857696753807,0.07744117115869043,0.004820452771153967,0,1
4,0,0.8791400455652282,0.04698438202398473,0.010468774177200268,0,1
6,0,0.7937987630037731,0.01727310409477446,0.008140324700123196,0,1
6,1,0.7062954945268853,0.06704097766011186,0.0016231882178722845,0,1
5,0,0.9089592380812667,0.06657930951976158,0.013910325126949879,0,1
6,0,0.9898932126677238,0.08538223745462266,0.012854945689187514,0,1
4,0,0.8740351099126092,0.08203933529989882,0.009988551939956855,0,1
2,1,0.7262021242341833,0.028705660611915575,0.004868248641602728,0,1
4,0,0.9105024750954299,0.03284989196978277,0.0007068208921945151,0,1
5,0,0.8513117479417456,0.08055166286830626,0.0025669912486704937,0,1
4,0,0.8934090155053354,0.033034801190716244,0.013222702938366995,0,1
3,0,0.983419038497809,0.0145706611747509,0.014828674391539598,0,1
2,0,0.8997569632173632,0.07199396443474602,0.017703853839103077,0,1
5,0,0.7479605965711353,0.05002247809355458,0.006787154873436916,0,1
7,1,0.8467817559928252,0.02019574743856899,0.010377338395595409,0,1
5,0,0.9589401887569484,0.05086833276877293,0.004929850501405613,0,1
4,0,0.8717243133918992,0.02447929064157707,0.013895150334287459,0,1
6,0,0.7555439625218354,0.0263784102448274,0.0008980055444034507,0,1
3,0,0.7120405151304827,0.09457113649836586,0.005185214565043877,0,1
5,0,0.8491294731032107,0.0075180585014025915,0.009146940518982145,0,1
6,0,0.9979024108852492,0.03261323270161658,0.016662188348392726,0,1
5,0,0.7847407690982494,0.027927863789849218,0.0199404620803949,0,1
1,0,0.9516554752793132,0.09086616698450506,0.007973181841352176,0,1
5,0,0.7696416857095998,0.08951380259615162,0.01406144043814292,0,1
2,0,0.9471736382369886,0.03653336135474853,0.019863140764510706,0,1
4,0,0.8828504789171743,0.058053150445773666,0.01002236234662173,0,1
2,0,0.9543887773867599,0.03587978571573526,0.01668080819439211,0,1
6,0,0.9472448215599674,0.07518897916419776,0.0035033232830157337,0,1
7,0,0.9442536689912142,0.006317804995381937,0.009838170293297347,0,1
8,0,0.9955286570019393,0.07189787471768998,0.017635089697516183,0,1
3,0,0.8390504698501555,0.028506884047229165,0.00963444408026602,0,1
8,0,0.8527686441544333,0.038279058791788334,0.010374728715779886,0,1
9,0,0.8341470870315275,0.04191997098899493,0.012598939213966778,0,1
2,0,0.7902073560171226,0.09388696739093144,0.017025039332685045,0,1
5,0,0.8369886967453425,0.06537061048017107,0.0033299910220272546,0,1
9,0,0.8202205765341051,0.09680732808637425,0.015132596847683954,0,1
26,5,0.23336368133746038,0.8632394406400616,0.3888169179820048,8,-1
5,0,0.8419495144702215,0.0997956715502286,0.008532055609197658,0,1
3,0,0.9261478785079085,0.09581507477598816,0.010156897064483172,0,1
4,0,0.7835755518541196,0.031123804686473466,0.006193590030410729,1,1
4,0,0.9305443687861918,0.04410056009311637,0.010549727575906716,0,1
5,0,0.9310366623009303,0.09936301419253728,0.007851414408063166,0,1
6,0,0.9136326798560727,0.041564156664783025,0.0013800967840080403,0,1
5,0,0.9445725823208683,0.0030780831753523087,0.010405774617430093,0,1
9,0,0.9275340100022726,0.09564810972312271,0.0032936987932218687,0,1
7,0,0.8524554649860611,0.007749602166174219,0.0047834951972331695,0,1
2,0,0.9594998837818158,0.047966718286008486,0.00672603546908136,1,1
2,0,0.8758830545258856,0.023306983369485113,0.014304968520115457,0,1
7,1,0.9992033647850495,0.020458337215043854,0.005981774344876934,0,1
6,0,0.8279394400681165,0.08795215925860875,0.002664594145536847,0,1
8,0,0.7550449613080069,0.04020927494109969,0.0015953959550038777,0,1
3,0,0.7139384431665728,0.008179911382744976,0.01327608573821572,0,1
7,0,0.730732634869796,0.0917827053757195,0.006204518558753187,0,1
8,0,0.973767331563598,0.039910193937081576,0.01954502790478557,0,1
4,0,0.7398585245282574,0.07329142991695052,0.006627420925720004,0,1
3,0,0.7635599619196907,0.0736901372171708,0.001484542317369093,0,1
1,0,0.8885893646706678,0.02451480198974513,0.016751704462415584,0,1
5,0,0.910383701838912,0.06191146953034209,0.009094251221662155,0,1
11,0,0.7205508889306392,0.09005779305631646,0.017906305101427288,0,1
2,0,0.8314314368942728,0.09831264099816142,0.0005497209257540758,0,1
9,0,0.7781305700270507,0.08966009580549783,0.011990196588437887,0,1
7,0,0.9792918742728534,0.031024642468761056,0.006781526836078256,0,1
5,0,0.723368129678547,0.05232470752399798,0.004985557327327641,0,1
5,0,0.7255097360505811,0.020808519048126518,0.018174090483935864,0,1
5,0,0.7551935492832726,0.015865516996309392,0.016225256993338554,0,1
9,0,0.8209929663978734,0.02072906435941523,0.0023841782282791346,0,1
5,0,0.9011540795856303,0.08438520582019737,0.017454609681206993,0,1
4,0,0.9831414126975219,0.026324365627324667,0.013166017568088065,0,1
3,0,0.8921218350759021,0.08476177852288728,0.013646968529690396,0,1
5,0,0.8891550955641994,0.046695829854541085,0.0016546812686904367,0,1
6,0,0.9366875005031038,0.04687787382810221,0.01317411085453052,0,1
7,0,0.758028877503987,0.07925372261143233,0.012044002466655665,0,1
3,0,0.8468871494230523,0.04461280094191864,0.0009489494972010037,0,1
